_time,host,user,EventCode,src_ip,dest_ip,logon_type,status,process_name,new_account,group_name,description
2026-07-22 10:57:11,DC01,mkapoor,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mkapoor
2026-07-22 10:57:13,WS-03,mkapoor,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: mkapoor at WS-03
2026-07-22 11:00:19,DC01,mreddy,4768,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mreddy
2026-07-22 11:00:21,WS-11,mreddy,4624,192.168.1.111,192.168.1.111,2,0x0,,,,An account was successfully logged on: mreddy at WS-11
2026-07-22 11:02:01,WS-05,hshetty,4625,192.168.1.105,192.168.1.105,2,0xC000006A,,,,An account failed to log on: hshetty at WS-05 (bad password typo)
2026-07-22 11:05:52,DC01,ychawla,4769,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for ychawla to access FS02
2026-07-22 11:05:53,FS02,ychawla,4624,192.168.1.117,192.168.1.12,3,0x0,,,,An account was successfully logged on: ychawla network logon to FS02
2026-07-22 11:09:09,WS-18,itadmin2,4688,192.168.1.118,192.168.1.118,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 11:10:05,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset cwilliams's password by itadmin2
2026-07-22 11:11:19,DC01,vrao,4768,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vrao
2026-07-22 11:11:21,WS-08,vrao,4624,192.168.1.108,192.168.1.108,2,0x0,,,,An account was successfully logged on: vrao at WS-08
2026-07-22 11:11:50,WS-19,rsingh,4625,192.168.1.119,192.168.1.119,2,0xC000006A,,,,An account failed to log on: rsingh at WS-19 (bad password typo)
2026-07-22 11:12:23,WS-02,cwilliams,4625,192.168.1.102,192.168.1.102,2,0xC000006A,,,,An account failed to log on: cwilliams at WS-02 (bad password typo)
2026-07-22 11:13:16,DC01,itadmin2,4769,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin2 to access FS02
2026-07-22 11:13:17,FS02,itadmin2,4624,192.168.1.112,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS02
2026-07-22 11:13:23,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 11:15:08,WEB01,bshetty,4776,192.168.1.113,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for bshetty (NTLM to WEB01)
2026-07-22 11:15:59,DC01,itadmin3,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: itadmin3 (Administrators group) on DC01
2026-07-22 11:20:25,WS-17,nkulkarni,4625,192.168.1.117,192.168.1.117,2,0xC000006A,,,,An account failed to log on: nkulkarni at WS-17 (bad password typo)
2026-07-22 11:22:45,DC01,gnair,4769,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for gnair to access FS01
2026-07-22 11:22:46,FS01,gnair,4624,192.168.1.107,192.168.1.11,3,0x0,,,,An account was successfully logged on: gnair network logon to FS01
2026-07-22 11:23:28,DC01,kverma,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for kverma
2026-07-22 11:23:30,WS-05,kverma,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: kverma at WS-05
2026-07-22 11:27:06,DC01,pchandra,4769,192.168.1.110,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for pchandra to access FS01
2026-07-22 11:27:07,FS01,pchandra,4624,192.168.1.110,192.168.1.11,3,0x0,,,,An account was successfully logged on: pchandra network logon to FS01
2026-07-22 11:29:21,DC01,mreddy,4769,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for mreddy to access FS02
2026-07-22 11:29:22,FS02,mreddy,4624,192.168.1.111,192.168.1.12,3,0x0,,,,An account was successfully logged on: mreddy network logon to FS02
2026-07-22 11:31:30,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 11:31:52,DC01,jthomas,4769,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for jthomas to access FS01
2026-07-22 11:31:53,FS01,jthomas,4624,192.168.1.118,192.168.1.11,3,0x0,,,,An account was successfully logged on: jthomas network logon to FS01
2026-07-22 11:37:11,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:37:15,WEB01,pnair,4776,192.168.1.107,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for pnair (NTLM to WEB01)
2026-07-22 11:37:29,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:37:47,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:37:50,DC01,itadmin2,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin2
2026-07-22 11:37:52,WS-12,itadmin2,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: itadmin2 at WS-12
2026-07-22 11:38:05,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:38:23,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:38:38,FS01,sgowda,4624,192.168.1.106,192.168.1.11,3,0x0,,,,An account was successfully logged on: sgowda network logon to FS01 share access
2026-07-22 11:38:41,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:38:59,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:39:17,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:39:24,DC01,hshetty,4769,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for hshetty to access FS01
2026-07-22 11:39:25,FS01,hshetty,4624,192.168.1.105,192.168.1.11,3,0x0,,,,An account was successfully logged on: hshetty network logon to FS01
2026-07-22 11:39:35,FS01,dghosh,4625,192.168.1.107,192.168.1.11,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.107 to FS01
2026-07-22 11:39:57,WS-03,mkapoor,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: mkapoor at WS-03
2026-07-22 11:40:23,FS01,dghosh,4624,192.168.1.107,192.168.1.11,3,0x0,,,,An account was successfully logged on: dghosh network logon to FS01 from 192.168.1.107
2026-07-22 11:46:16,BKSRV01,service_backup,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: service_backup service logon (batch) on BKSRV01
2026-07-22 11:46:19,BKSRV01,service_backup,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by service_backup: wbengine.exe (scheduled backup job)
2026-07-22 11:47:16,FS01,service_backup,4624,192.168.1.13,192.168.1.11,3,0x0,,,,An account was successfully logged on: service_backup network logon to FS01 for backup
2026-07-22 11:48:21,DC01,vrao,4769,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for vrao to access FS02
2026-07-22 11:48:22,FS02,vrao,4624,192.168.1.108,192.168.1.12,3,0x0,,,,An account was successfully logged on: vrao network logon to FS02
2026-07-22 11:50:27,DC01,bshetty,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for bshetty
2026-07-22 11:50:29,WS-13,bshetty,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: bshetty at WS-13
2026-07-22 11:51:41,FS02,itadmin3,4624,192.168.1.103,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin3 network logon to FS02 share access
2026-07-22 11:52:14,WS-16,itadmin3,4688,192.168.1.116,192.168.1.116,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Get-EventLog -LogName System -Newest 50"""
2026-07-22 11:53:25,FS01,ychawla,4624,192.168.1.117,192.168.1.11,3,0x0,,,,An account was successfully logged on: ychawla network logon to FS01 share access
2026-07-22 11:53:55,DC01,itadmin3,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin3
2026-07-22 11:53:57,WS-03,itadmin3,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: itadmin3 at WS-03
2026-07-22 11:54:58,WEB01,pchandra,4776,192.168.1.110,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for pchandra (NTLM to WEB01)
2026-07-22 11:55:13,DC01,mkapoor,4769,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for mkapoor to access FS01
2026-07-22 11:55:14,FS01,mkapoor,4624,192.168.1.103,192.168.1.11,3,0x0,,,,An account was successfully logged on: mkapoor network logon to FS01
2026-07-22 11:55:31,DC01,apatel,4768,192.168.1.120,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for apatel
2026-07-22 11:55:33,WS-20,apatel,4624,192.168.1.120,192.168.1.120,2,0x0,,,,An account was successfully logged on: apatel at WS-20
2026-07-22 11:59:33,FS02,itadmin2,4672,192.168.1.12,192.168.1.12,,,,,,Special privileges assigned to new logon: itadmin2 (Administrators group) on FS02
2026-07-22 12:01:45,DC01,fD'souza,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for fD'souza
2026-07-22 12:01:47,WS-12,fD'souza,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: fD'souza at WS-12
2026-07-22 12:02:25,DC01,jthomas,4769,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for jthomas to access FS02
2026-07-22 12:02:26,FS02,jthomas,4624,192.168.1.118,192.168.1.12,3,0x0,,,,An account was successfully logged on: jthomas network logon to FS02
2026-07-22 12:04:53,DC01,pnair,4768,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for pnair
2026-07-22 12:04:55,WS-07,pnair,4624,192.168.1.107,192.168.1.107,2,0x0,,,,An account was successfully logged on: pnair at WS-07
2026-07-22 12:05:23,DC01,mkapoor,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mkapoor
2026-07-22 12:05:25,WS-03,mkapoor,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: mkapoor at WS-03
2026-07-22 12:06:23,DC01,aiyer,4768,192.168.1.104,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for aiyer
2026-07-22 12:06:25,WS-04,aiyer,4624,192.168.1.104,192.168.1.104,2,0x0,,,,An account was successfully logged on: aiyer at WS-04
2026-07-22 12:06:29,WEB01,akumar,4776,192.168.1.116,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for akumar (NTLM to WEB01)
2026-07-22 12:08:28,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 12:08:28,WS-03,itadmin3,4688,192.168.1.103,192.168.1.103,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Get-EventLog -LogName System -Newest 50"""
2026-07-22 12:10:03,WS-05,hshetty,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: hshetty at WS-05
2026-07-22 12:11:18,DC01,itadmin1,4768,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin1
2026-07-22 12:11:20,WS-02,itadmin1,4624,192.168.1.102,192.168.1.102,2,0x0,,,,An account was successfully logged on: itadmin1 at WS-02
2026-07-22 12:12:29,DC01,bshetty,4769,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for bshetty to access FS01
2026-07-22 12:12:30,FS01,bshetty,4624,192.168.1.113,192.168.1.11,3,0x0,,,,An account was successfully logged on: bshetty network logon to FS01
2026-07-22 12:13:19,WS-11,mreddy,4634,192.168.1.111,192.168.1.111,2,,,,,An account was logged off: mreddy at WS-11
2026-07-22 12:13:36,DC01,tshah,4768,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for tshah
2026-07-22 12:13:38,WS-14,tshah,4624,192.168.1.114,192.168.1.114,2,0x0,,,,An account was successfully logged on: tshah at WS-14
2026-07-22 12:17:15,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset tnayak's password by itadmin2
2026-07-22 12:19:26,FS02,Administrator,4672,192.168.1.12,192.168.1.12,,,,,,Special privileges assigned to new logon: Administrator (Administrators group) on FS02
2026-07-22 12:19:33,WS-04,itadmin2,4688,192.168.1.104,192.168.1.104,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-ADUser -Filter * | Export-Csv report.csv"""
2026-07-22 12:19:53,DC01,itadmin3,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: itadmin3 (Administrators group) on DC01
2026-07-22 12:19:57,DC01,itadmin3,4769,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin3 to access FS02
2026-07-22 12:19:58,FS02,itadmin3,4624,192.168.1.103,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin3 network logon to FS02
2026-07-22 12:21:19,FS01,nkulkarni,4624,192.168.1.117,192.168.1.11,3,0x0,,,,An account was successfully logged on: nkulkarni network logon to FS01 share access
2026-07-22 12:21:30,DC01,rmehta,4768,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rmehta
2026-07-22 12:21:32,WS-15,rmehta,4624,192.168.1.115,192.168.1.115,2,0x0,,,,An account was successfully logged on: rmehta at WS-15
2026-07-22 12:22:20,DC01,itadmin1,4769,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin1 to access FS01
2026-07-22 12:22:21,FS01,itadmin1,4624,192.168.1.102,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin1 network logon to FS01
2026-07-22 12:22:45,DC01,Administrator,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: Administrator (Administrators group) on DC01
2026-07-22 12:23:01,DC01,mkapoor,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mkapoor
2026-07-22 12:23:03,WS-03,mkapoor,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: mkapoor at WS-03
2026-07-22 12:23:13,WS-03,mkapoor,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: mkapoor at WS-03
2026-07-22 12:23:55,DC01,pnair,4769,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for pnair to access FS01
2026-07-22 12:23:56,FS01,pnair,4624,192.168.1.107,192.168.1.11,3,0x0,,,,An account was successfully logged on: pnair network logon to FS01
2026-07-22 12:25:15,BKSRV01,service_backup,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: service_backup service logon (batch) on BKSRV01
2026-07-22 12:25:18,BKSRV01,service_backup,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by service_backup: wbengine.exe (scheduled backup job)
2026-07-22 12:25:25,FS01,pchandra,4624,192.168.1.110,192.168.1.11,3,0x0,,,,An account was successfully logged on: pchandra network logon to FS01 share access
2026-07-22 12:25:45,DC01,itadmin3,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset ssharma's password by itadmin3
2026-07-22 12:26:13,FS01,csubramaniam,4624,192.168.1.116,192.168.1.11,3,0x0,,,,An account was successfully logged on: csubramaniam network logon to FS01 share access
2026-07-22 12:26:15,FS01,service_backup,4624,192.168.1.13,192.168.1.11,3,0x0,,,,An account was successfully logged on: service_backup network logon to FS01 for backup
2026-07-22 12:31:03,WS-12,itadmin2,4625,192.168.1.112,192.168.1.112,2,0xC000006A,,,,An account failed to log on: itadmin2 at WS-12 (bad password typo)
2026-07-22 12:33:32,DC01,rmehta,4769,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rmehta to access FS01
2026-07-22 12:33:33,FS01,rmehta,4624,192.168.1.115,192.168.1.11,3,0x0,,,,An account was successfully logged on: rmehta network logon to FS01
2026-07-22 12:33:45,BKSRV01,backup_admin,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: backup_admin service logon (batch) on BKSRV01
2026-07-22 12:33:48,BKSRV01,backup_admin,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by backup_admin: wbengine.exe (scheduled backup job)
2026-07-22 12:34:35,WS-04,itadmin1,4688,192.168.1.104,192.168.1.104,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 12:34:45,FS01,backup_admin,4624,192.168.1.13,192.168.1.11,3,0x0,,,,An account was successfully logged on: backup_admin network logon to FS01 for backup
2026-07-22 12:35:39,DC01,aiyer,4768,192.168.1.104,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for aiyer
2026-07-22 12:35:41,WS-04,aiyer,4624,192.168.1.104,192.168.1.104,2,0x0,,,,An account was successfully logged on: aiyer at WS-04
2026-07-22 12:37:38,DC01,tshah,4769,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for tshah to access FS01
2026-07-22 12:37:39,FS01,tshah,4624,192.168.1.114,192.168.1.11,3,0x0,,,,An account was successfully logged on: tshah network logon to FS01
2026-07-22 12:38:24,WS-05,itadmin2,4688,192.168.1.105,192.168.1.105,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 12:38:53,FS02,kverma,4624,192.168.1.105,192.168.1.12,3,0x0,,,,An account was successfully logged on: kverma network logon to FS02 share access
2026-07-22 12:40:25,WS-18,jthomas,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: jthomas at WS-18
2026-07-22 12:41:00,FS02,akumar,4624,192.168.1.116,192.168.1.12,3,0x0,,,,An account was successfully logged on: akumar network logon to FS02 share access
2026-07-22 12:41:25,WS-12,fD'souza,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: fD'souza at WS-12
2026-07-22 12:45:14,WS-14,vraghunathan,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: vraghunathan at WS-14
2026-07-22 12:46:21,FS02,Administrator,4672,192.168.1.12,192.168.1.12,,,,,,Special privileges assigned to new logon: Administrator (Administrators group) on FS02
2026-07-22 12:47:50,WS-13,svarma,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: svarma at WS-13
2026-07-22 12:48:45,DC01,Administrator,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: Administrator (Administrators group) on DC01
2026-07-22 12:48:55,FS02,itadmin1,4672,192.168.1.12,192.168.1.12,,,,,,Special privileges assigned to new logon: itadmin1 (Administrators group) on FS02
2026-07-22 12:49:02,DC01,apatel,4768,192.168.1.120,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for apatel
2026-07-22 12:49:04,WS-20,apatel,4624,192.168.1.120,192.168.1.120,2,0x0,,,,An account was successfully logged on: apatel at WS-20
2026-07-22 12:49:55,DC01,itadmin2,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin2
2026-07-22 12:49:57,WS-12,itadmin2,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: itadmin2 at WS-12
2026-07-22 12:50:06,DC01,opillai,4768,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for opillai
2026-07-22 12:50:08,WS-11,opillai,4624,192.168.1.111,192.168.1.111,2,0x0,,,,An account was successfully logged on: opillai at WS-11
2026-07-22 12:54:03,DC01,mkapoor,4769,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for mkapoor to access FS01
2026-07-22 12:54:04,FS01,mkapoor,4624,192.168.1.103,192.168.1.11,3,0x0,,,,An account was successfully logged on: mkapoor network logon to FS01
2026-07-22 12:54:51,DC01,itadmin3,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset opillai's password by itadmin3
2026-07-22 12:55:58,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 12:56:40,WS-05,SYSTEM,4698,192.168.1.105,192.168.1.105,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by SYSTEM on WS-05 (routine maintenance task)
2026-07-22 12:57:58,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 12:58:00,FS02,akumar,4624,192.168.1.116,192.168.1.12,3,0x0,,,,An account was successfully logged on: akumar network logon to FS02 share access
2026-07-22 12:59:51,DC01,vrao,4768,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vrao
2026-07-22 12:59:53,WS-08,vrao,4624,192.168.1.108,192.168.1.108,2,0x0,,,,An account was successfully logged on: vrao at WS-08
2026-07-22 13:01:20,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset akumar's password by itadmin2
2026-07-22 13:01:58,DC01,rsingh,4768,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rsingh
2026-07-22 13:02:00,WS-19,rsingh,4624,192.168.1.119,192.168.1.119,2,0x0,,,,An account was successfully logged on: rsingh at WS-19
2026-07-22 13:02:10,DC01,tshah,4768,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for tshah
2026-07-22 13:02:12,WS-14,tshah,4624,192.168.1.114,192.168.1.114,2,0x0,,,,An account was successfully logged on: tshah at WS-14
2026-07-22 13:03:37,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset hshetty's password by itadmin1
2026-07-22 13:04:39,BKSRV01,service_backup,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: service_backup service logon (batch) on BKSRV01
2026-07-22 13:04:42,BKSRV01,service_backup,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by service_backup: wbengine.exe (scheduled backup job)
2026-07-22 13:05:29,DC01,csubramaniam,4768,192.168.1.116,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for csubramaniam
2026-07-22 13:05:31,WS-16,csubramaniam,4624,192.168.1.116,192.168.1.116,2,0x0,,,,An account was successfully logged on: csubramaniam at WS-16
2026-07-22 13:05:33,WS-14,tshah,4625,192.168.1.114,192.168.1.114,2,0xC000006A,,,,An account failed to log on: tshah at WS-14 (bad password typo)
2026-07-22 13:05:39,FS02,service_backup,4624,192.168.1.13,192.168.1.12,3,0x0,,,,An account was successfully logged on: service_backup network logon to FS02 for backup
2026-07-22 13:07:43,DC01,jthomas,4768,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for jthomas
2026-07-22 13:07:45,WS-18,jthomas,4624,192.168.1.118,192.168.1.118,2,0x0,,,,An account was successfully logged on: jthomas at WS-18
2026-07-22 13:08:48,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 13:12:36,FS02,dghosh,4624,192.168.1.118,192.168.1.12,3,0x0,,,,An account was successfully logged on: dghosh network logon to FS02 share access
2026-07-22 13:14:46,DC01,nkulkarni,4768,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for nkulkarni
2026-07-22 13:14:48,WS-17,nkulkarni,4624,192.168.1.117,192.168.1.117,2,0x0,,,,An account was successfully logged on: nkulkarni at WS-17
2026-07-22 13:15:06,WS-19,lfernandes,4634,192.168.1.119,192.168.1.119,2,,,,,An account was logged off: lfernandes at WS-19
2026-07-22 13:15:12,DC01,vrao,4768,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vrao
2026-07-22 13:15:13,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 13:15:14,WS-08,vrao,4624,192.168.1.108,192.168.1.108,2,0x0,,,,An account was successfully logged on: vrao at WS-08
2026-07-22 13:15:40,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 13:16:03,DC01,tshah,4768,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for tshah
2026-07-22 13:16:05,WS-14,tshah,4624,192.168.1.114,192.168.1.114,2,0x0,,,,An account was successfully logged on: tshah at WS-14
2026-07-22 13:16:09,WS-11,SYSTEM,4698,192.168.1.111,192.168.1.111,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by SYSTEM on WS-11 (routine maintenance task)
2026-07-22 13:19:03,DC01,itadmin1,4768,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin1
2026-07-22 13:19:05,WS-02,itadmin1,4624,192.168.1.102,192.168.1.102,2,0x0,,,,An account was successfully logged on: itadmin1 at WS-02
2026-07-22 13:20:12,DC01,tshah,4769,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for tshah to access FS02
2026-07-22 13:20:13,FS02,tshah,4624,192.168.1.114,192.168.1.12,3,0x0,,,,An account was successfully logged on: tshah network logon to FS02
2026-07-22 13:22:28,FS02,itadmin1,4688,192.168.1.12,192.168.1.12,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-EventLog -LogName System -Newest 50"""
2026-07-22 13:24:47,FS02,mkapoor,4624,192.168.1.103,192.168.1.12,3,0x0,,,,An account was successfully logged on: mkapoor network logon to FS02 share access
2026-07-22 13:25:20,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 13:26:02,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 13:26:43,DC01,kverma,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for kverma
2026-07-22 13:26:45,WS-05,kverma,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: kverma at WS-05
